step_time,reward,total_stopped,total_wait_time,avg_wait_time,avg_speed,e3_stopped,e3_accumulated_waiting_time,e3_average_speed,e4_stopped,e4_accumulated_waiting_time,e4_average_speed,e7_stopped,e7_accumulated_waiting_time,e7_average_speed,e8_stopped,e8_accumulated_waiting_time,e8_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
5.0,0.0,0,0.0,0.0,12.210124664136279,0,0.0,0.9393643561294934,0,0.0,0.9523040990335546,0,0.0,0.9340345262898486,0,0.0,0.9364709774697817,0,0.0
10.0,0.0,0,0.0,0.0,12.60889161287293,0,0.0,0.9713717388198967,0,0.0,0.945968520025748,0,0.0,0.9701485123430514,0,0.0,0.970881143082086,0,0.0
15.0,0.0,0,0.0,0.0,12.340512404528274,0,0.0,0.9435615575733219,0,0.0,0.9301504289119696,0,0.0,0.9574979784831469,0,0.0,0.9426234867995141,0,0.0
20.0,0.0,0,0.0,0.0,12.901820704040585,0,0.0,0.9808409379157794,0,0.0,0.9580761627652153,0,0.0,0.9786934343067392,0,0.0,0.9803089404908413,0,0.0
25.0,0.0,0,0.0,0.0,11.812197005852418,0,0.0,0.8418703599396586,0,0.0,0.799384614559356,0,0.0,0.9343148314667395,0,0.0,0.928328927367277,0,0.0
30.0,-0.030000000000000002,4,0.12000000000000001,0.030000000000000002,10.787054591981763,1,3.0,0.820914654047001,1,4.0,0.8246758229104244,1,2.0,0.8001300664013058,1,3.0,0.8196696006000009,4,12.0
35.0,-0.06,7,0.36,0.09,9.335001844207678,2,9.0,0.6796231055646241,1,9.0,0.7847934984494261,2,8.0,0.6845066484789603,2,10.0,0.683265818504901,7,36.0
40.0,-0.095,8,0.74,0.185,8.725056533342858,2,19.0,0.720282369099841,2,17.0,0.6273061745577615,2,18.0,0.6333437296748253,2,20.0,0.6370573895676025,8,74.0
45.0,-0.14500000000000002,14,1.32,0.33,7.269491284381763,3,31.0,0.5450193248705979,4,33.0,0.5776403261932719,4,34.0,0.5542213824721798,3,34.0,0.5574862686419615,14,132.0
50.0,0.26,4,0.27999999999999997,0.06999999999999999,9.319417917996457,1,5.0,0.7940079536436287,1,6.0,0.6857088981405944,1,13.0,0.7065016527389569,1,4.0,0.7853171476738607,4,28.0
55.0,-0.06249999999999999,7,0.53,0.1325,10.439669022791458,2,12.0,0.7784565728746262,2,16.0,0.7856692893387861,2,15.0,0.7747685129343065,1,10.0,0.7869817349863436,7,53.0
60.0,-0.1,8,0.9299999999999999,0.23249999999999998,9.913337494976606,2,22.0,0.7330408387697186,2,26.0,0.7385869986605518,2,25.0,0.7358526706022551,2,20.0,0.7235033102083851,8,93.0
65.0,-0.1325,12,1.4600000000000002,0.36500000000000005,9.5780119768327,3,36.0,0.7217108368148034,3,40.0,0.7369694866807378,3,38.0,0.7023250855347665,3,32.0,0.7190407387140271,12,146.0
70.0,-0.12250000000000001,10,1.95,0.4875,9.8533283415162,3,51.0,0.7361944739038683,3,55.0,0.7327768342932875,2,46.0,0.7130048566094985,2,43.0,0.7597873972723256,10,195.0
75.0,-0.145,13,2.53,0.6325,9.032588081687827,3,66.0,0.67124585449756,3,70.0,0.6430107681907118,4,61.0,0.6044606829114548,3,56.0,0.6693652917161615,13,253.0
80.0,-0.195,17,3.3099999999999996,0.8274999999999999,8.086442351567332,4,85.0,0.6552902864207584,4,89.0,0.5687341243873247,4,81.0,0.5194969210408161,5,76.0,0.5106512846075426,17,331.0
85.0,-0.28,22,4.43,1.1075,7.260688127669788,5,109.0,0.47975508010306694,6,116.0,0.49673781168878334,5,112.0,0.5081093262741294,6,106.0,0.4525649195767608,22,443.0
90.0,-0.3249999999999999,30,5.73,1.4325,6.59302028257336,8,146.0,0.4225072513158257,7,148.0,0.46778012388259477,7,138.0,0.42159876440297567,8,141.0,0.3919233684848953,30,573.0
95.0,1.1974999999999998,14,0.94,0.235,9.05816870264858,4,30.0,0.6535432706380299,4,26.0,0.6284308233765462,3,20.0,0.6506390450711326,3,18.0,0.6886614806650202,14,94.0
100.0,-0.2,18,1.7400000000000002,0.43500000000000005,8.837258144033424,5,56.0,0.6342308072899698,5,49.0,0.5448096743308258,4,40.0,0.6545592104126725,4,29.0,0.6007873645186129,18,174.0
105.0,-0.27249999999999996,23,2.83,0.7075,8.067612346917208,6,85.0,0.6016581810868243,6,77.0,0.49377784725874874,5,63.0,0.5849158673140432,6,58.0,0.5442997080208224,23,283.0
110.0,-0.32000000000000006,27,4.11,1.0275,7.834443265867759,7,116.0,0.5228125332304004,7,112.0,0.4989914764627986,6,92.0,0.5858213773745249,7,91.0,0.5361811465068257,27,411.0
115.0,-0.37749999999999995,30,5.62,1.405,7.566703476492651,7,157.0,0.49787550715628615,8,150.0,0.4598988172708398,7,126.0,0.5549171887280011,8,129.0,0.5091154161197717,30,562.0
120.0,-0.39249999999999996,34,7.19,1.7975,5.994364781200588,9,196.0,0.3547101288261054,8,190.0,0.4389559361785764,8,162.0,0.37556530469305544,9,171.0,0.3937803548405437,34,719.0
125.0,-0.48,39,9.11,2.2775,6.034917353153668,11,251.0,0.32227550819077894,9,234.0,0.3632631668476777,9,206.0,0.2719153647498556,10,220.0,0.36560344979345205,39,911.0
130.0,-0.5225000000000001,42,11.2,2.8,5.930435709999204,12,310.0,0.3296650823891755,10,284.0,0.3465924874430638,10,256.0,0.2911142600884195,10,270.0,0.3381440689147648,42,1120.0
135.0,-0.5574999999999999,49,13.43,3.3575,5.279044063529824,14,373.0,0.2786710421468775,12,338.0,0.32087032789025316,11,307.0,0.23909061699956827,12,325.0,0.30591013674599676,49,1343.0
140.0,2.7799999999999994,4,2.31,0.5775,8.357578224101571,1,80.0,0.5788322353547591,1,68.0,0.545110672904484,1,46.0,0.5734505616083101,1,37.0,0.5956067443815088,4,231.0
145.0,0.42750000000000005,7,0.6,0.15,10.825995644880168,2,14.0,0.7991522003514441,2,25.0,0.7550347223088346,1,11.0,0.86543708066988,2,10.0,0.7953317437224828,7,60.0
150.0,-0.07250000000000001,7,0.8899999999999999,0.22249999999999998,10.942431954859495,2,24.0,0.7759521064131124,2,27.0,0.833108915491697,1,18.0,0.8025040306568952,2,20.0,0.796098788762362,7,89.0
155.0,-0.1175,11,1.36,0.34,10.812935076526232,3,42.0,0.7692243199929191,3,38.0,0.7768886201767768,2,22.0,0.7879683847351814,3,34.0,0.7744623008932715,11,136.0
160.0,-0.1375,11,1.9100000000000001,0.47750000000000004,11.1099905168014,3,57.0,0.8121408163594873,3,53.0,0.7783879523873873,2,32.0,0.8368150594044073,3,49.0,0.7949514127126244,11,191.0
165.0,-0.12000000000000002,11,2.39,0.5975,10.514685318409196,3,67.0,0.7898004772240147,3,67.0,0.7687335640257367,2,42.0,0.8100113560062286,3,63.0,0.7142721973490997,11,239.0
170.0,-0.15499999999999997,15,3.01,0.7525,8.939524673120673,3,81.0,0.6339570124056881,4,84.0,0.6057785860498884,3,54.0,0.665108108950994,5,82.0,0.4961761808006861,15,301.0
175.0,-0.28750000000000003,28,4.16,1.04,8.20467585082873,9,116.0,0.5279631275764104,6,110.0,0.5852654537319946,6,78.0,0.46739655210470343,7,112.0,0.5058656376481557,28,416.0
180.0,-0.38249999999999995,33,5.6899999999999995,1.4224999999999999,7.149014647898729,9,161.0,0.39672436458915944,8,145.0,0.4117360235652303,7,113.0,0.4414891161222375,9,150.0,0.383694287499799,33,569.0
185.0,1.0350000000000001,17,1.5499999999999998,0.38749999999999996,8.793102407618289,6,51.0,0.5285650257062311,5,32.0,0.5830710202256768,3,36.0,0.5914435013297555,3,36.0,0.5930552482289413,17,155.0
190.0,-0.24749999999999997,21,2.54,0.635,9.314355116860137,6,82.0,0.6141082190715609,6,60.0,0.5415623336541825,4,55.0,0.6544391556724759,5,57.0,0.6456268267909326,21,254.0
195.0,-0.2825,25,3.6699999999999995,0.9174999999999999,7.812468108550365,6,113.0,0.5001573532503445,7,92.0,0.4650921443956177,7,80.0,0.4962343416267097,5,82.0,0.5412705908963237,25,367.0
200.0,-0.37749999999999995,33,5.18,1.295,7.535209609498992,8,151.0,0.4724292111208786,8,128.0,0.4415759696986797,9,121.0,0.49919627446419995,8,118.0,0.48868711838502876,33,518.0
205.0,-0.4075,34,6.81,1.7025,7.128709082448352,9,196.0,0.4438997260552594,8,168.0,0.41544534868712896,9,166.0,0.4213600723179695,8,151.0,0.43818355947784315,34,681.0
210.0,-0.47250000000000003,39,8.7,2.175,6.371650611598423,10,243.0,0.4072658510157201,9,213.0,0.37975678185453554,11,219.0,0.4128044141701104,9,195.0,0.42644243956218914,39,870.0
215.0,-0.5274999999999999,46,10.81,2.7025,5.269249102072869,10,292.0,0.3133680928834017,11,265.0,0.2567273623587943,14,282.0,0.28997512744969145,11,242.0,0.2983772189372866,46,1081.0
220.0,-0.5875000000000002,48,13.16,3.29,5.2347766148349155,12,347.0,0.31426983125397334,11,320.0,0.28025047082295584,14,352.0,0.3133148825666546,11,297.0,0.31813177232029827,48,1316.0
225.0,-0.6424999999999997,52,15.73,3.9325,4.552364754399134,12,407.0,0.27763614247067797,13,382.0,0.23058296213338236,15,427.0,0.2765617033003522,12,357.0,0.2918236869089452,52,1573.0
230.0,3.105,6,3.3100000000000005,0.8275000000000001,7.448954394572026,1,78.0,0.5399928468335495,1,54.0,0.5566936879873186,2,150.0,0.45692315670562017,2,49.0,0.5493766834891907,6,331.0
235.0,0.49250000000000005,7,1.3399999999999999,0.33499999999999996,10.035826026026891,1,11.0,0.7728445998767572,1,14.0,0.8672580085279885,2,73.0,0.6787347500177253,3,36.0,0.7039245140551444,7,134.0
240.0,0.03249999999999997,8,1.21,0.3025,10.890485138907982,2,18.0,0.7489374631245025,1,19.0,0.8093133676700569,2,28.0,0.8133737698731834,3,56.0,0.7917720544306517,8,121.0
245.0,-0.10749999999999997,11,1.6400000000000001,0.41000000000000003,10.767294735360444,3,30.0,0.6858020724413643,2,25.0,0.7742860517217256,3,38.0,0.8005916081719187,3,71.0,0.7650261520860402,11,164.0
250.0,-0.1275,12,2.15,0.5375,10.90978841076638,3,45.0,0.7156388525625117,2,34.0,0.7856849920604915,3,53.0,0.8025074747235701,4,83.0,0.7707817434520219,12,215.0
255.0,-0.15500000000000003,14,2.77,0.6925,10.334503413537481,3,60.0,0.6983732141946484,3,45.0,0.6681955424195268,3,68.0,0.8091430891187305,5,104.0,0.6976637936767508,14,277.0
260.0,-0.1725,15,3.46,0.865,8.748932411633723,3,74.0,0.6577701360120006,4,61.0,0.5532132013244119,3,83.0,0.6728287037294394,5,128.0,0.520730395585722,15,346.0
265.0,-0.3075,33,4.6899999999999995,1.1724999999999999,6.591464250795522,6,96.0,0.4716708548243113,7,90.0,0.4044484824381446,9,112.0,0.38878811099487703,11,171.0,0.34709516730741724,33,469.0
270.0,-0.48,40,6.61,1.6525,5.966287277743068,6,126.0,0.4413141147476199,8,130.0,0.3746613266144138,12,168.0,0.32420887307700386,14,237.0,0.3036623120642032,40,661.0
275.0,1.175,19,1.9099999999999997,0.4774999999999999,8.267418341819146,3,30.0,0.5636078170839313,4,38.0,0.6423243808245073,6,58.0,0.5764452131237051,6,65.0,0.5228643912177071,19,191.0
280.0,-0.23,22,2.83,0.7075,8.488115266588037,4,45.0,0.531118683302529,4,60.0,0.6240322964377766,7,93.0,0.5230281603510297,7,85.0,0.5553463334468403,22,283.0
285.0,-0.3275,28,4.14,1.035,8.171069037840414,7,74.0,0.5351035084255951,5,85.0,0.6347399015958529,9,135.0,0.4886807588152794,7,120.0,0.5359125810420022,28,414.0
290.0,-0.38,31,5.66,1.415,7.802952519267046,7,108.0,0.5558162464476688,6,114.0,0.5395612638472057,10,185.0,0.4655641529620115,8,159.0,0.5094140670584275,31,566.0
295.0,-0.4224999999999999,36,7.35,1.8375,7.455206229158986,8,145.0,0.506544135258455,8,153.0,0.49752897921687744,11,236.0,0.4255654740674003,9,201.0,0.45844547433527894,36,735.0
300.0,-0.45500000000000007,39,9.17,2.2925,6.280912006115348,9,186.0,0.4076527045662797,9,193.0,0.4369297872565636,12,292.0,0.3299078680177796,9,246.0,0.472820176120173,39,917.0
305.0,-0.525,46,11.27,2.8175,5.014761567414062,10,232.0,0.3093956705893237,12,245.0,0.3589017129424219,14,359.0,0.2560354547920276,10,291.0,0.3354347344907347,46,1127.0
310.0,-0.6375,53,13.82,3.455,5.063349591522085,11,286.0,0.3364265924427475,14,312.0,0.3477542526322321,17,439.0,0.2473284559062016,11,345.0,0.36814040370907863,53,1382.0
315.0,-0.6925,59,16.59,4.1475,4.133621360661987,12,342.0,0.2602733888441032,16,387.0,0.28973512550824776,18,526.0,0.19630804801166746,13,404.0,0.301223213500769,59,1659.0
320.0,3.2225,8,3.7,0.925,7.247118305033574,2,28.0,0.5529556687221523,3,102.0,0.47699285741766734,2,160.0,0.5493733744313891,1,80.0,0.5794113890095519,8,370.0
325.0,0.6250000000000001,9,1.1999999999999997,0.29999999999999993,10.120842149393242,2,20.0,0.8128679048793673,3,49.0,0.7391107366474271,2,36.0,0.786801386900789,2,15.0,0.8086069157376047,9,120.0
330.0,-0.0925,9,1.5699999999999998,0.39249999999999996,10.498715866648853,2,30.0,0.7999043110128018,3,57.0,0.7685569740580129,2,46.0,0.8098371642967251,2,24.0,0.8199386037094598,9,157.0
335.0,-0.16000000000000003,11,2.21,0.5525,10.75887993857196,3,41.0,0.7718351243923979,3,72.0,0.7667588701620243,3,56.0,0.8127284364014973,2,52.0,0.7498364477718316,11,221.0
340.0,-0.11,13,2.65,0.6625,11.041834594997287,3,56.0,0.7896071692333555,4,90.0,0.7521729710039989,3,71.0,0.8128590303311614,3,48.0,0.7785105269688062,13,265.0
345.0,-0.155,14,3.27,0.8175,10.100889023858938,3,69.0,0.7692214804999078,4,109.0,0.6702346380549854,4,87.0,0.6632815077910043,3,62.0,0.730606468625166,14,327.0
350.0,-0.2275,23,4.18,1.045,8.28761698183479,5,86.0,0.601900417512288,7,137.0,0.48475587168355855,6,114.0,0.5184413952509854,5,81.0,0.5189225655204012,23,418.0
355.0,-0.3675,33,5.65,1.4125,7.5013882686823825,7,118.0,0.5056495412256372,11,184.0,0.3591386778835956,9,152.0,0.48412597274636837,6,111.0,0.5536603552494169,33,565.0
360.0,-0.44249999999999995,37,7.42,1.855,6.668923742574099,9,159.0,0.45412507774320426,12,242.0,0.3148181148836096,9,197.0,0.37931500479451646,7,144.0,0.44985212437215755,37,742.0
365.0,1.56,12,1.1800000000000002,0.29500000000000004,9.008723741436825,3,24.0,0.6925563740881605,4,64.0,0.48351268925483104,3,19.0,0.6965499543156412,2,11.0,0.7120571494880023,12,118.0
370.0,-0.16,18,1.8199999999999998,0.45499999999999996,9.295190361169327,4,44.0,0.568812147207547,7,77.0,0.5340696520804514,4,38.0,0.6494863694255645,3,23.0,0.7270343583501054,18,182.0
375.0,-0.2924999999999999,25,2.99,0.7475,8.58346899801429,8,83.0,0.44749220944276424,8,113.0,0.46722718787837775,5,62.0,0.547462868349383,4,41.0,0.6786168749724015,25,299.0
380.0,-0.31500000000000006,28,4.25,1.0625,8.29011727809835,8,123.0,0.4748760645653242,8,145.0,0.48979323636078587,7,93.0,0.5080690870385054,5,64.0,0.6149418271028201,28,425.0
385.0,-0.37500000000000006,34,5.75,1.4375,7.885711027644806,9,162.0,0.4936715097912968,10,189.0,0.4161001167709688,9,134.0,0.4500238603357242,6,90.0,0.562028850198632,34,575.0
390.0,-0.4225,35,7.4399999999999995,1.8599999999999999,7.263819708478094,10,209.0,0.39478628443046887,10,237.0,0.4462239288773113,9,179.0,0.4164718841741872,6,119.0,0.435543910063202,35,744.0
395.0,-0.45249999999999996,39,9.25,2.3125,5.89544987097176,11,261.0,0.29642929933905693,10,283.0,0.32678368063078334,10,226.0,0.27593697763280856,8,155.0,0.3198294676753879,39,925.0
400.0,-0.53,44,11.370000000000001,2.8425000000000002,5.730954588478674,13,326.0,0.289288912512625,13,343.0,0.3348292461755908,9,272.0,0.32407856157079623,9,196.0,0.3346435292035398,44,1137.0
405.0,-0.58,50,13.690000000000001,3.4225000000000003,4.879043523663792,14,396.0,0.23092885952636225,14,409.0,0.29576299927178806,12,323.0,0.2790835297704506,10,241.0,0.2763780797353845,50,1369.0
410.0,2.8024999999999998,6,2.48,0.62,8.010208252997199,2,69.0,0.541329986559555,2,71.0,0.5774735148271126,1,43.0,0.5681017938417727,1,65.0,0.5270052959333418,6,248.0
415.0,0.415,6,0.8200000000000001,0.20500000000000002,10.657724220286715,2,32.0,0.7979457725476556,2,25.0,0.7352065454013708,1,13.0,0.86266094782005,1,12.0,0.8512369800307065,6,82.0
420.0,-0.07999999999999999,7,1.14,0.285,10.947835121321713,2,42.0,0.7550896983362738,3,37.0,0.7034158726962191,1,18.0,0.8596294827921397,1,17.0,0.8511289167116743,7,114.0
425.0,-0.14250000000000002,11,1.71,0.4275,10.711041894738136,3,55.0,0.7161699221734994,4,56.0,0.6757855176947362,2,24.0,0.8009179510937188,2,36.0,0.7829161119535054,11,171.0
430.0,-0.10249999999999997,10,2.12,0.53,10.737533098738012,3,70.0,0.7400132189932196,4,76.0,0.6868766972075949,1,30.0,0.7884137555264703,2,36.0,0.8020042520337421,10,212.0
435.0,-0.13,11,2.64,0.66,10.429199112451645,3,84.0,0.7161082708820317,4,95.0,0.6985522837779344,2,39.0,0.8026279591920954,2,46.0,0.7850957318491059,11,264.0
440.0,-0.13499999999999995,13,3.1799999999999993,0.7949999999999998,8.859189076296813,4,99.0,0.571709025753714,4,115.0,0.6078307543351894,2,47.0,0.5865243648141756,3,57.0,0.6423885027346418,13,318.0
445.0,-0.24750000000000005,26,4.17,1.0425,7.237211247997228,8,130.0,0.4221252528794762,6,139.0,0.40768162229720106,5,67.0,0.424541937939385,7,81.0,0.4375510227916229,26,417.0
450.0,-0.39749999999999996,34,5.76,1.44,6.614957950038247,10,177.0,0.3885008983333009,7,174.0,0.36991982073070734,8,104.0,0.39394391457768363,9,121.0,0.3604935739670346,34,576.0
455.0,0.9450000000000001,22,1.98,0.495,8.544863973189429,7,60.0,0.5058707394339641,3,26.0,0.6852302064094141,6,57.0,0.551078072573769,6,55.0,0.5252323114133769,22,198.0
460.0,-0.29000000000000004,24,3.14,0.785,8.334846024311506,7,95.0,0.49820355544979406,3,41.0,0.5926115007332127,7,91.0,0.5056978637235053,7,87.0,0.5613699459462728,24,314.0
465.0,-0.335,27,4.4799999999999995,1.1199999999999999,7.25439207456636,8,135.0,0.38751792494516674,5,65.0,0.5739445886680106,7,126.0,0.46097854366384466,7,122.0,0.46985984471066516,27,448.0
470.0,-0.3974999999999999,33,6.069999999999999,1.5174999999999998,7.376610323123065,10,182.0,0.38827666705989317,6,94.0,0.6239335221774978,8,164.0,0.4652070267741554,9,167.0,0.500569828415272,33,607.0
475.0,-0.43750000000000006,36,7.82,1.955,6.864571598206729,11,235.0,0.3339852441992697,6,124.0,0.5133334631513962,9,206.0,0.41555400194756187,10,217.0,0.4551324963333586,36,782.0
480.0,-0.46,39,9.66,2.415,5.625749780172136,11,290.0,0.31577450435300575,8,160.0,0.4379224252864475,8,247.0,0.3016833634482045,12,269.0,0.3436549585195094,39,966.0
485.0,-0.5425,46,11.83,2.9575,5.188103859631677,12,350.0,0.32101465127337536,10,207.0,0.33991642441546654,11,295.0,0.324006466015502,13,331.0,0.2545285540787305,46,1183.0
490.0,-0.6074999999999999,49,14.26,3.565,4.863111616859364,12,410.0,0.2793774233304373,11,262.0,0.33930425902623784,12,354.0,0.32893418017236187,14,400.0,0.2621736192001981,49,1426.0
495.0,-0.6675000000000002,58,16.93,4.2325,4.2786503373113325,15,478.0,0.24521087346863527,13,321.0,0.2702856079527454,14,420.0,0.2819732499831867,16,474.0,0.22645026712677127,58,1693.0
500.0,3.365,5,3.4699999999999998,0.8674999999999999,7.667327066414225,1,80.0,0.5848700036722334,2,76.0,0.49823450909122663,1,40.0,0.6351732720448252,1,151.0,0.5073852302894435,5,347.0
505.0,0.6825,8,0.7400000000000001,0.18500000000000003,10.576164828172425,2,15.0,0.819894302591381,3,28.0,0.7872111951783135,1,15.0,0.8764190006874445,2,16.0,0.7749337282842254,8,74.0
510.0,-0.11249999999999999,8,1.19,0.2975,11.099357856136923,2,25.0,0.8219585603018286,3,49.0,0.7910702440606335,1,20.0,0.8649698393418404,2,25.0,0.7986373560636396,8,119.0
515.0,-0.14500000000000002,12,1.77,0.4425,11.149807047866538,3,37.0,0.7811916259836884,4,67.0,0.8038395562909431,2,27.0,0.8125139769986095,3,46.0,0.8285925512447592,12,177.0
520.0,-0.13249999999999998,13,2.3,0.575,11.461480023261275,3,52.0,0.8367416280826169,4,84.0,0.8190935802327546,3,41.0,0.8456747937964607,3,53.0,0.8426496382890318,13,230.0
525.0,-0.15750000000000003,15,2.93,0.7325,10.81209963006343,3,67.0,0.8190548857093541,5,102.0,0.7267594654111421,4,56.0,0.7936260917768663,3,68.0,0.8128946659927108,15,293.0
530.0,-0.2425,23,3.9000000000000004,0.9750000000000001,9.1405153736884,6,89.0,0.6279353319422742,8,136.0,0.6402381479102889,5,78.0,0.6264352481971874,4,87.0,0.695379053831477,23,390.0
535.0,-0.46999999999999986,46,5.779999999999999,1.4449999999999998,7.795829085094402,13,143.0,0.4630525056033747,14,192.0,0.5059722253795812,11,121.0,0.5151287675382941,8,122.0,0.6234157173871556,46,578.0
540.0,-0.7575000000000001,70,8.809999999999999,2.2024999999999997,6.645125025962646,20,230.0,0.4004253842255826,19,276.0,0.4181321489687252,17,192.0,0.4387882514978974,14,183.0,0.5027676929570848,70,881.0
545.0,1.25,26,3.8099999999999996,0.9524999999999999,7.445934228899285,10,133.0,0.4788836523911653,7,113.0,0.47885509454298136,5,76.0,0.5773367545878768,4,59.0,0.5985193899994284,26,381.0
550.0,0.11249999999999993,25,3.3600000000000003,0.8400000000000001,8.77891122905414,9,137.0,0.5277129406427834,6,81.0,0.6297737720409332,5,65.0,0.6488930410320517,5,53.0,0.6819582597998571,25,336.0
555.0,-0.16999999999999996,29,4.04,1.01,9.455348467989406,10,162.0,0.6742864575361408,7,98.0,0.7064030237854654,6,73.0,0.7235998352217826,6,71.0,0.7196212574023197,29,404.0
560.0,-0.39749999999999996,33,5.63,1.4075,9.794377113789084,11,213.0,0.6828473065461426,7,132.0,0.7277480232728458,7,104.0,0.7324753810344486,8,114.0,0.7309566585160047,33,563.0
565.0,-0.43250000000000005,35,7.36,1.84,9.929301809298218,11,268.0,0.6966852938583651,8,172.0,0.7286426162896918,7,139.0,0.741688366312562,9,157.0,0.7409042767665951,35,736.0
570.0,-0.435,38,9.1,2.275,9.913552824952138,12,325.0,0.6942227425362553,9,216.0,0.7105084523220981,8,178.0,0.7725186517410203,9,191.0,0.7523584268817887,38,910.0
575.0,-0.5,43,11.100000000000001,2.7750000000000004,9.414618249001983,13,386.0,0.66476050265722,11,268.0,0.6726099590812512,8,218.0,0.7384419764403578,11,238.0,0.6876796747325725,43,1110.0
580.0,-0.7425,65,14.07,3.5175,7.518676264842088,18,459.0,0.4845972751933715,18,341.0,0.5077417256120264,11,297.0,0.5852260968435213,18,310.0,0.5253415696421821,65,1407.0
585.0,-1.0274999999999999,102,18.18,4.545,6.133731711578165,27,582.0,0.3689350828746069,28,460.0,0.3932036385433328,21,352.0,0.46413623242050156,26,424.0,0.40971611481383957,102,1818.0
590.0,2.3225,77,8.89,2.2225,6.497490927557578,19,279.0,0.3907234220189054,23,243.0,0.42497611297429366,19,159.0,0.4796230275392906,16,208.0,0.4336874610870463,77,889.0
595.0,-0.32,101,10.17,2.5425,6.514613640208667,24,247.0,0.4293536364887305,30,307.0,0.3769165316641006,23,222.0,0.4593616810821467,24,241.0,0.41897942417503514,101,1017.0
600.0,-1.4674999999999998,126,16.040000000000003,4.010000000000001,6.101926310917915,28,379.0,0.43280176352918753,39,490.0,0.3440102875075238,30,358.0,0.392767620033531,29,377.0,0.40396782917790786,126,1604.0
605.0,-1.7025000000000001,140,22.85,5.7125,5.736544578573888,31,526.0,0.3903989272084769,41,691.0,0.34987378099760774,34,519.0,0.3634034616042269,34,549.0,0.3557499030232847,140,2285.0
610.0,-1.8574999999999997,156,30.28,7.57,5.517201325097214,35,694.0,0.3879344997725531,46,904.0,0.3108085206584967,36,696.0,0.36417217905720356,39,734.0,0.32291590197451375,156,3028.0
615.0,-2.0125,170,38.33,9.5825,4.9967657908451,37,874.0,0.35282701134696204,51,1149.0,0.270501642623373,40,885.0,0.33146296496926875,42,925.0,0.2977258168202298,170,3833.0
