step_time,reward,total_stopped,total_wait_time,avg_wait_time,avg_speed,e3_stopped,e3_accumulated_waiting_time,e3_average_speed,e4_stopped,e4_accumulated_waiting_time,e4_average_speed,e7_stopped,e7_accumulated_waiting_time,e7_average_speed,e8_stopped,e8_accumulated_waiting_time,e8_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
620.0,-2.2,183,47.13,11.7825,4.092227604818665,41,1072.0,0.2895799853190377,56,1417.0,0.21063902217273306,43,1092.0,0.23827228390803884,43,1132.0,0.2608589066797432,183,4713.0
625.0,-2.4425,207,56.9,14.225,3.512589106656474,51,1307.0,0.22379922504371966,61,1711.0,0.1737523177810078,48,1323.0,0.21176020120007133,47,1349.0,0.20252467998188975,207,5690.0
630.0,-2.7525000000000004,227,67.91,16.9775,3.232214685870108,55,1573.0,0.21085785370865312,65,2030.0,0.17234359550060008,55,1585.0,0.2061914475575941,52,1603.0,0.20187623835744725,227,6791.0
635.0,2.372500000000001,149,58.42,14.605,4.1226251130496205,35,1345.0,0.2752324155987563,45,1765.0,0.20969106363237863,34,1347.0,0.26959260743057906,35,1385.0,0.24804112217183194,149,5842.0
640.0,2.5224999999999995,104,48.33,12.0825,5.270271120137956,24,1107.0,0.3361940730582488,34,1564.0,0.2955984042330697,22,1061.0,0.3372913104902127,24,1101.0,0.3218063983839607,104,4833.0
645.0,3.05,80,36.13,9.0325,6.5908534225863535,20,786.0,0.4124659112814732,23,1242.0,0.3899534862518054,19,794.0,0.4463611726908325,18,791.0,0.42673846037316165,80,3613.0
650.0,2.0425,64,27.96,6.99,7.6595355696447,16,615.0,0.4726572590094576,19,1015.0,0.4942401266528329,14,633.0,0.5297210087991814,15,533.0,0.5107190322051266,64,2796.0
655.0,1.295,48,22.78,5.695,8.357531486771409,15,545.0,0.5386538417326232,14,744.0,0.5158484055888842,11,499.0,0.5875807916937177,8,490.0,0.5743286455859603,48,2278.0
660.0,0.8500000000000004,45,19.38,4.845,9.02346833678529,15,547.0,0.5963753942701535,14,618.0,0.5668623840689805,10,400.0,0.6534655672059705,6,373.0,0.6596625632505562,45,1938.0
665.0,0.06249999999999989,54,19.13,4.7825,8.826184092422153,17,563.0,0.5778493490910713,16,597.0,0.571440152905423,14,399.0,0.6341308879415379,7,354.0,0.686222233162568,54,1913.0
670.0,-0.71,73,21.970000000000002,5.492500000000001,7.697332745196748,21,635.0,0.45861589285202925,20,641.0,0.5218738067293129,19,484.0,0.5193750798866813,13,437.0,0.5625509603790398,73,2197.0
675.0,-1.235,117,26.910000000000004,6.727500000000001,6.294450809357667,34,759.0,0.39344092956074084,26,755.0,0.40354347845380706,30,599.0,0.40528641124657755,27,578.0,0.4165376674212332,117,2691.0
680.0,2.1225,112,18.42,4.605,5.547469485708233,29,492.0,0.36226508628177684,26,549.0,0.34758173898338446,28,326.0,0.35650163384671707,29,475.0,0.3372036621999176,112,1842.0
685.0,-0.7950000000000002,158,21.6,5.4,5.376850864841268,38,486.0,0.3728020301937983,39,618.0,0.3319420243399961,41,453.0,0.3207735688886383,40,603.0,0.24880943347133025,158,2160.0
690.0,-2.205,201,30.419999999999998,7.6049999999999995,4.770733538903625,46,690.0,0.32104993688920314,51,847.0,0.25935156752148375,51,685.0,0.2968854499702717,53,820.0,0.2276428806442884,201,3042.0
695.0,-2.6325000000000003,217,40.95,10.2375,4.456562138876393,51,939.0,0.29325563054719017,56,1115.0,0.2408323565284517,52,942.0,0.2703932559700507,58,1099.0,0.18547689568417952,217,4095.0
700.0,-2.8099999999999996,229,52.19,13.0475,4.494774520877167,54,1202.0,0.2596841643098729,60,1410.0,0.24291702087187494,55,1211.0,0.29210821085409927,60,1396.0,0.2041900304257714,229,5219.0
705.0,-2.9249999999999994,242,63.89,15.9725,3.8823725240057354,59,1485.0,0.18323782446877693,64,1724.0,0.1930048258311747,58,1481.0,0.2342228198298743,61,1699.0,0.16889967752733165,242,6389.0
710.0,-3.160000000000001,259,76.53,19.1325,3.293178240677004,64,1801.0,0.15622509528997056,67,2051.0,0.15414104108275292,64,1788.0,0.1819230704594327,64,2013.0,0.1539535273761917,259,7653.0
715.0,-3.3724999999999996,277,90.02,22.505,3.0658238012614647,69,2136.0,0.12374023499022312,73,2403.0,0.1451598169026595,67,2113.0,0.17431276290489447,68,2350.0,0.16897750099156836,277,9002.0
720.0,-3.562500000000001,293,104.27000000000001,26.067500000000003,2.5424087062308813,71,2485.0,0.1145432754504192,77,2778.0,0.11874237610536624,73,2464.0,0.12662497656280805,72,2700.0,0.13473455972263318,293,10427.0
725.0,3.3375000000000004,206,90.92,22.73,3.2724484248952552,49,2169.0,0.14849230123675441,57,2464.0,0.1638355577199577,48,2114.0,0.19661030432395127,52,2345.0,0.1728409055196176,206,9092.0
730.0,2.3075,150,81.69,20.4225,4.528203446929344,34,1961.0,0.2642349559874503,40,2237.0,0.26115335898657677,38,1855.0,0.25852129665620766,38,2116.0,0.25531238046780363,150,8169.0
735.0,3.0,139,69.69,17.4225,5.394038102981376,33,1595.0,0.32803333522523703,35,1976.0,0.3405369379339931,36,1609.0,0.2802677805494283,35,1789.0,0.304243238292773,139,6969.0
740.0,2.415000000000001,132,60.029999999999994,15.007499999999999,6.242581600848766,31,1312.0,0.3960637176206687,37,1736.0,0.3751199280065227,33,1512.0,0.3638212731100327,31,1443.0,0.3885180750590432,132,6003.0
745.0,1.7399999999999993,108,53.07,13.2675,7.066656843443847,25,1179.0,0.46987071774108546,30,1597.0,0.45939762592193834,25,1250.0,0.4176646802112277,28,1281.0,0.4467787114046059,108,5307.0
750.0,0.8975,88,49.48,12.37,7.440603039203407,21,1079.0,0.5362256153808226,25,1521.0,0.4746901370604224,19,1130.0,0.47885671882136766,23,1218.0,0.4887377541630288,88,4948.0
755.0,0.3674999999999997,78,48.010000000000005,12.002500000000001,7.318675533875518,16,1096.0,0.5115582095816357,25,1514.0,0.4587849364651227,18,1024.0,0.503583787918262,19,1167.0,0.5064335517094711,78,4801.0
760.0,-0.32749999999999924,88,49.31999999999999,12.329999999999998,6.464198170919877,19,1104.0,0.44971506749812457,29,1609.0,0.37564082114300174,19,1000.0,0.46334908218838106,21,1219.0,0.4316202826800757,88,4932.0
765.0,-0.9475000000000007,130,53.11,13.2775,5.437701090275415,31,1180.0,0.3758317859045958,42,1650.0,0.3119346406592413,29,1124.0,0.37778883171418376,28,1357.0,0.3671741023707719,130,5311.0
770.0,1.9525000000000001,118,45.300000000000004,11.325000000000001,5.0358011634757895,29,966.0,0.3237202234490909,32,1472.0,0.29609351886036,27,918.0,0.34981888161756275,30,1174.0,0.33657155632262165,118,4530.0
775.0,-0.9024999999999999,165,48.91,12.2275,4.763035354225411,39,1070.0,0.30527438418818886,47,1600.0,0.25718734010793415,38,946.0,0.2864304437488671,41,1275.0,0.26901648625523694,165,4891.0
780.0,-2.3425,208,58.28,14.57,4.369720876149788,48,1282.0,0.25266963103457996,60,1865.0,0.2621715442237162,50,1168.0,0.2292650730710314,50,1513.0,0.2500166846842388,208,5828.0
785.0,-2.8099999999999996,237,69.52,17.38,3.969467223768717,56,1543.0,0.20500064522462547,66,2179.0,0.23186894448262202,56,1437.0,0.19588772091425743,59,1793.0,0.19221383161119635,237,6952.0
790.0,-3.1100000000000008,263,81.96000000000001,20.490000000000002,3.817093870424315,65,1830.0,0.18247485329390878,70,2519.0,0.2293226824451603,62,1739.0,0.18538295718965814,66,2108.0,0.1775650445969907,263,8196.0
795.0,-3.5599999999999987,293,96.2,24.05,3.420359659157461,71,2172.0,0.16114655406117126,81,2920.0,0.20910805958057707,70,2072.0,0.16797019134186333,71,2456.0,0.13843085032041913,293,9620.0
800.0,-3.8625000000000016,319,111.65,27.9125,2.7865748357360487,77,2548.0,0.13296285637456698,87,3342.0,0.1641838099758048,75,2437.0,0.11455279184884491,80,2838.0,0.09248258354053662,319,11165.0
805.0,-4.1525,342,128.26,32.065,2.3122021432689244,83,2951.0,0.10963598865473037,95,3793.0,0.11581799796349063,80,2829.0,0.098169749171367,84,3253.0,0.10571143369129142,342,12826.0
810.0,-4.435000000000001,362,146.0,36.5,1.8329095386513787,88,3384.0,0.09779145005556851,101,4286.0,0.08680646913518304,85,3246.0,0.0961187924441252,88,3684.0,0.07860102422864322,362,14600.0
815.0,3.4350000000000014,282,132.26,33.065,2.579156651440059,70,3108.0,0.1293879831672213,81,3888.0,0.11036688027320596,63,2869.0,0.15666859260366517,68,3361.0,0.11816086994894004,282,13226.0
820.0,2.692500000000001,227,121.49,30.3725,3.421856377450976,55,2849.0,0.16166338278630793,65,3671.0,0.15742862601740681,55,2580.0,0.21797016605143738,52,3049.0,0.20211182366157546,227,12149.0
825.0,3.5474999999999994,201,107.30000000000001,26.825000000000003,4.545996011300825,52,2601.0,0.23196204437036366,51,3322.0,0.22959754322022977,50,2228.0,0.29603559269817803,48,2579.0,0.29788100875391654,201,10730.0
830.0,2.5599999999999996,182,97.06,24.265,5.379764744529908,45,2344.0,0.29926230157780065,51,2952.0,0.27497868119998514,44,2066.0,0.32893620765512394,42,2344.0,0.3639919514315805,182,9706.0
835.0,1.4025000000000007,163,91.45,22.8625,6.125552835710211,41,2209.0,0.36831160292893106,51,2819.0,0.34056621879738636,37,2009.0,0.379196823798291,34,2108.0,0.4073876087762013,163,9145.0
840.0,1.7275,129,84.53999999999999,21.134999999999998,6.5662560820236315,33,2045.0,0.4232815235668755,46,2676.0,0.3680552426823955,29,1845.0,0.3934298206194954,21,1888.0,0.4764391438117745,129,8454.0
845.0,0.04999999999999982,108,84.34,21.085,6.6255260487700545,25,2008.0,0.4545030693045284,35,2692.0,0.4195036891898201,24,1838.0,0.4267445050101531,24,1896.0,0.48846864477885926,108,8434.0
850.0,-0.6049999999999995,106,86.75999999999999,21.689999999999998,5.944618586912782,23,2096.0,0.38609047100304283,29,2620.0,0.37530659463189825,24,1945.0,0.3943086595416461,30,2015.0,0.404495992653097,106,8676.0
855.0,-1.3500000000000005,130,92.16000000000001,23.040000000000003,5.263211813519749,30,2237.0,0.3293726176838112,34,2717.0,0.32952957734500576,29,2079.0,0.3605355620302304,37,2183.0,0.3441902618740734,130,9216.0
860.0,2.057500000000001,122,83.93,20.9825,4.9055532115021165,28,2029.0,0.2781340789376167,36,2449.0,0.29839782110751994,26,1856.0,0.38391041279602756,32,2059.0,0.30996553436143354,122,8393.0
865.0,-1.075000000000001,176,88.22999999999999,22.057499999999997,4.667668618674158,41,2145.0,0.26082891002694575,51,2545.0,0.2592295804931321,36,1937.0,0.30805492327349154,48,2196.0,0.2765644539108843,176,8823.0
870.0,-2.5475000000000003,222,98.42,24.605,4.130709898216982,51,2380.0,0.23592117210387983,62,2837.0,0.2133906236568952,50,2155.0,0.243908814703804,59,2470.0,0.2621627455645086,222,9842.0
875.0,-3.0599999999999996,257,110.66,27.665,3.6990056868170305,59,2663.0,0.18300986607089598,72,3176.0,0.17797167692611351,59,2438.0,0.22042518856231091,67,2789.0,0.20903590041432601,257,11066.0
880.0,-3.3550000000000004,282,124.08000000000001,31.020000000000003,3.438503743567249,66,2968.0,0.15908942958819494,77,3550.0,0.17033018992369395,66,2755.0,0.20529826978770907,73,3135.0,0.20161201852656285,282,12408.0
885.0,-3.732499999999999,308,139.01,34.7525,2.973598331052673,72,3318.0,0.12233793547169901,85,3961.0,0.143687832112486,71,3103.0,0.1590286145390938,80,3519.0,0.16554158374399672,308,13901.0
890.0,-4.032500000000001,332,155.14,38.785,2.529620576070811,79,3698.0,0.10103237785163557,92,4407.0,0.1151226472355445,78,3478.0,0.12688571945536511,83,3931.0,0.14189819716373953,332,15514.0
895.0,-4.3149999999999995,354,172.4,43.1,2.092661681184767,85,4114.0,0.0945902835122005,97,4882.0,0.10929155241177996,83,3879.0,0.093180248858716,89,4365.0,0.10129973276991917,354,17240.0
900.0,-4.612500000000001,375,190.85,47.7125,1.7179646432275086,87,4545.0,0.08445059075313925,102,5385.0,0.10434240200962912,89,4314.0,0.07129341906682393,97,4841.0,0.06965367964254968,375,19085.0
905.0,3.8150000000000013,291,175.59,43.8975,2.4335408623092842,69,4255.0,0.11516939772734001,78,4852.0,0.13450560930834585,68,3965.0,0.10596359146254605,76,4487.0,0.11351850626587219,291,17559.0
910.0,3.032499999999999,238,163.46,40.865,3.346274889162263,56,3959.0,0.20387687565580612,66,4524.0,0.15247895553956375,54,3644.0,0.18228282217435635,62,4219.0,0.19398725563872637,238,16346.0
915.0,3.7575000000000003,206,148.43,37.1075,4.308185502738464,45,3489.0,0.2566584524779134,58,4211.0,0.21047184423914891,43,3279.0,0.2864652515012626,60,3864.0,0.24246583614116388,206,14843.0
920.0,4.63,186,129.91,32.4775,5.141672170981479,43,3022.0,0.3058270418946996,57,3870.0,0.2736133466553779,38,2812.0,0.29506074311445374,48,3287.0,0.31692057546963304,186,12991.0
925.0,2.6149999999999993,163,119.45,29.8625,5.822069564515889,38,2632.0,0.36717689415931953,53,3624.0,0.3115319240002165,33,2514.0,0.33627572069791933,39,3175.0,0.36890032007591017,163,11945.0
930.0,2.1975000000000007,136,110.66,27.665,6.281495143047252,33,2427.0,0.3926737947305458,44,3449.0,0.37637967023587365,26,2322.0,0.3811929039180141,33,2868.0,0.4025114826622346,136,11066.0
935.0,0.7350000000000003,111,107.71999999999998,26.929999999999996,6.425531430463782,25,2424.0,0.4036750311880025,38,3314.0,0.3998895695963886,20,2182.0,0.44569767031507374,28,2852.0,0.3852398538503645,111,10772.0
940.0,-1.0375000000000005,111,111.87,27.9675,6.048079085427632,26,2560.0,0.4129423844430989,34,3385.0,0.3447785919564259,21,2299.0,0.43486697663740853,30,2943.0,0.3193996353279455,111,11187.0
945.0,-0.875,131,115.37,28.8425,5.48102508936967,26,2691.0,0.35150959729325504,41,3454.0,0.31302464948694064,26,2321.0,0.39722259119482406,38,3071.0,0.2910606794659103,131,11537.0
950.0,2.29,113,106.21,26.5525,4.951717286972703,24,2555.0,0.3426348265762626,32,3192.0,0.27928549598525804,21,2050.0,0.3706051705984008,36,2824.0,0.2616864807863616,113,10621.0
955.0,-0.2999999999999998,159,107.41000000000001,26.852500000000003,4.539405897959334,34,2635.0,0.2885401160750424,47,3244.0,0.2579731577387705,35,2042.0,0.3146674959167577,43,2820.0,0.26359723037533667,159,10741.0
960.0,-2.1674999999999986,201,116.08,29.02,4.423142973818466,44,2833.0,0.2688703712431462,60,3494.0,0.23746596044473284,45,2250.0,0.2656106163512628,52,3031.0,0.2631295547269021,201,11608.0
965.0,-2.807500000000001,239,127.31,31.8275,3.9858638100620785,54,3086.0,0.22175249577655706,71,3832.0,0.20641146764739965,54,2506.0,0.24199151311651126,60,3307.0,0.21432169209021434,239,12731.0
970.0,-3.1574999999999998,263,139.94,34.985,3.6790924471761075,60,3371.0,0.21271133690564184,77,4204.0,0.179147430687349,61,2796.0,0.20832280368050304,65,3623.0,0.18280747201800762,263,13994.0
975.0,-3.522499999999999,296,154.02999999999997,38.50749999999999,3.373531157890931,67,3689.0,0.19927367105418153,85,4612.0,0.14593487727636442,71,3129.0,0.17457710806257118,73,3973.0,0.14645067611312348,296,15403.0
980.0,-3.9300000000000015,328,169.75,42.4375,2.645036031451674,75,4046.0,0.13461366294269883,94,5062.0,0.11345728856844398,78,3503.0,0.12763204451290147,81,4364.0,0.11482023044438018,328,16975.0
985.0,-4.412500000000001,362,187.4,46.85,2.038467379073888,83,4443.0,0.09961374642334099,102,5557.0,0.057423592580952504,87,3952.0,0.10270415450920514,90,4788.0,0.10054181133819527,362,18740.0
990.0,-4.747499999999999,388,206.39,51.5975,1.65437855594613,87,4869.0,0.08504248835801662,109,6092.0,0.04482173540147025,96,4417.0,0.09184590475838071,96,5261.0,0.09863437960132304,388,20639.0
995.0,5.272500000000001,301,185.3,46.325,2.294062226144838,68,4418.0,0.12585482924452368,84,5475.0,0.09158342720825953,72,3950.0,0.13547046474450344,77,4687.0,0.10174265051933702,301,18530.0
1000.0,3.3025,254,172.08999999999997,43.022499999999994,3.170464581962207,57,4005.0,0.17275480431277698,66,5180.0,0.13583575206851445,65,3692.0,0.1980517439738421,66,4332.0,0.1481583540034989,254,17209.0
1005.0,4.3375,235,154.74,38.685,4.109912026193295,55,3580.0,0.21621521797365126,56,4669.0,0.21812582201444652,64,3258.0,0.21757383527711288,60,3967.0,0.2345954707910058,235,15474.0
1010.0,2.9174999999999986,204,143.07000000000002,35.767500000000005,4.914216417563611,51,3350.0,0.2642503273068019,46,4149.0,0.2917492558322681,57,3165.0,0.2724080962753899,50,3643.0,0.2776221249805286,204,14307.0
1015.0,2.999999999999999,159,131.07,32.7675,5.732829253560775,43,3075.0,0.32464549417276206,37,3831.0,0.3166621661583292,45,2937.0,0.3604033806148839,34,3264.0,0.3551911199026324,159,13107.0
1020.0,2.700000000000001,131,120.27,30.0675,6.156773583757096,31,2701.0,0.3973933621575038,31,3557.0,0.32762459447983977,41,2913.0,0.3880327901933522,28,2856.0,0.417006504206548,131,12027.0
1025.0,0.6974999999999998,104,117.48,29.37,6.059689239216163,21,2598.0,0.4200511563157166,25,3552.0,0.3570578433835237,37,2865.0,0.3680726316839627,21,2733.0,0.43025392272452434,104,11748.0
1030.0,-0.5800000000000001,110,119.8,29.95,5.361372070861984,25,2774.0,0.36407941314808856,26,3542.0,0.28623916772048796,34,2986.0,0.34787958846165035,25,2678.0,0.36089888838431033,110,11980.0
1035.0,-1.4024999999999999,134,125.41,31.3525,4.9188082356340965,32,2950.0,0.31646635977102444,35,3727.0,0.27923514350044837,32,2999.0,0.3253069125263407,35,2865.0,0.32678827905728963,134,12541.0
1040.0,2.452499999999999,116,115.60000000000001,28.900000000000002,4.683965215813951,27,2650.0,0.31361851354166315,29,3442.0,0.2818286465734267,36,2892.0,0.27013749382891994,24,2576.0,0.32064153893819314,116,11560.0
1045.0,-0.7399999999999984,170,118.56,29.64,4.547002368260711,41,2752.0,0.2655435578081728,43,3497.0,0.25685890388799454,49,2986.0,0.2616997743063677,37,2621.0,0.31121618686550284,170,11856.0
1050.0,-2.0650000000000004,212,126.82000000000001,31.705000000000002,4.118589371247897,50,2926.0,0.2541870399233949,55,3719.0,0.22475470059407332,59,3225.0,0.21934070666119498,48,2812.0,0.23700465916338684,212,12682.0
1055.0,-2.7874999999999996,237,137.97,34.4925,3.9338998740871474,56,3189.0,0.2504594401246524,59,3991.0,0.21391249215737948,67,3542.0,0.17278551248015223,55,3075.0,0.19109261268313862,237,13797.0
1060.0,-3.17,264,150.65,37.6625,3.8336262407725283,63,3486.0,0.2111937669652294,67,4311.0,0.21181374097294178,72,3894.0,0.15817665368849554,62,3374.0,0.17470226556119747,264,15065.0
1065.0,-3.5275000000000016,295,164.76,41.19,3.3234179251825764,70,3824.0,0.18079635910126238,73,4665.0,0.17433344455825425,81,4278.0,0.11212554649560458,71,3709.0,0.1488388576690251,295,16476.0
1070.0,-3.884999999999998,324,180.29999999999998,45.074999999999996,2.7813294059051525,76,4193.0,0.1448894246663655,83,5058.0,0.12214510385562195,88,4708.0,0.08097806767376885,77,4071.0,0.12011497864240611,324,18030.0
1075.0,-4.252500000000001,350,197.31,49.3275,2.308489789116085,82,4590.0,0.1077226656023689,93,5506.0,0.08851492399652997,92,5159.0,0.06657800008748255,83,4476.0,0.13404860487386797,350,19731.0
1080.0,-4.5550000000000015,371,215.53,53.8825,1.750137317215061,87,5017.0,0.08975230759394863,101,5999.0,0.058604334632456845,97,5634.0,0.057132307711498506,86,4903.0,0.1102452864651579,371,21553.0
1085.0,5.652500000000002,284,192.92,48.23,2.3889786894223475,68,4567.0,0.10600378011181963,81,5354.0,0.08723942972671116,70,5017.0,0.10647689550122826,65,4354.0,0.16260466716187136,284,19292.0
1090.0,3.5725,229,178.63000000000002,44.657500000000006,3.334283813118713,55,4240.0,0.1898787287842183,64,4988.0,0.1541053303721698,56,4658.0,0.17503980651604648,54,3977.0,0.19559599639385294,229,17863.0
1095.0,4.4175,221,160.96,40.24,4.095608849298782,53,3790.0,0.22767212620425473,62,4518.0,0.18983610356232894,51,4150.0,0.2395897025254276,55,3638.0,0.2506451458059627,221,16096.0
1100.0,4.3149999999999995,200,143.70000000000002,35.925000000000004,4.813179014294665,47,3231.0,0.26901977773257385,60,4015.0,0.2254888082415957,44,3865.0,0.2913243485961174,49,3259.0,0.26059541255495927,200,14370.0
1105.0,3.34,140,130.34,32.585,5.98020950328766,30,2829.0,0.3508037964621599,38,3803.0,0.3423115759002971,29,3434.0,0.39273812243596445,43,2968.0,0.3310920784368626,140,13034.0
1110.0,3.7125000000000012,109,115.49000000000001,28.872500000000002,6.379459924363392,25,2625.0,0.41124832254015664,27,3133.0,0.386411694828118,21,3060.0,0.4313443022041494,36,2731.0,0.35636041950028774,109,11549.0
1115.0,2.202499999999999,92,106.68,26.67,6.287525426541255,22,2419.0,0.37128620167135007,22,2859.0,0.38586082458129123,18,2839.0,0.4512997018501236,30,2551.0,0.3828922460966083,92,10668.0
1120.0,-0.379999999999999,97,108.2,27.05,5.827314321927251,26,2593.0,0.34729975902813137,25,2878.0,0.35105043686732534,17,2738.0,0.4188664083431524,29,2611.0,0.3686849256027635,97,10820.0
1125.0,-0.7350000000000003,119,111.13999999999999,27.784999999999997,5.093745067077398,31,2716.0,0.307617339970547,30,2878.0,0.31692222007315146,25,2805.0,0.3635075872241901,33,2715.0,0.3335778589827781,119,11114.0
1130.0,1.955,103,103.32000000000001,25.830000000000002,4.931933291827831,23,2526.0,0.3089620602304525,30,2702.0,0.2749448144922146,26,2590.0,0.3491632300295442,24,2514.0,0.33945447655574107,103,10332.0
1135.0,-0.40749999999999975,149,104.95,26.2375,4.769111673172731,35,2538.0,0.31037189261587067,39,2673.0,0.24327603121421362,40,2707.0,0.26385377766223617,35,2577.0,0.31786513068324634,149,10495.0
1140.0,-1.9749999999999996,190,112.85,28.2125,4.315821176963141,43,2711.0,0.2650268852119029,50,2888.0,0.21123179673331516,52,2936.0,0.20968315011595962,45,2750.0,0.23750265080236413,190,11285.0
1145.0,-2.5375000000000005,220,122.99999999999999,30.749999999999996,3.981635193481117,52,2953.0,0.22007342884654021,57,3130.0,0.18500817036267958,59,3218.0,0.17740408313364306,52,2999.0,0.2131488029526238,220,12300.0
1150.0,-2.9625000000000004,250,134.85000000000002,33.712500000000006,3.771264434651224,57,3224.0,0.1851499471858631,64,3434.0,0.1429468281256251,68,3541.0,0.16499169118622264,61,3286.0,0.17535541014084702,250,13485.0
1155.0,-3.3025,275,148.06,37.015,3.1773439118777898,68,3542.0,0.11187741364210163,70,3773.0,0.11257568100960118,70,3884.0,0.12494999607770807,67,3607.0,0.11892075848123233,275,14806.0
1160.0,-3.604999999999997,296,162.48,40.62,2.527506955589771,74,3901.0,0.07452277554572302,75,4141.0,0.1008482538323048,72,4240.0,0.07381810100173633,75,3966.0,0.10176458264200881,296,16248.0
1165.0,-3.775000000000004,307,177.58,44.395,2.1285135272778666,79,4288.0,0.08186240285630975,77,4518.0,0.07839145568867886,75,4609.0,0.07095590985267185,76,4343.0,0.0891108582420628,307,17758.0
1170.0,-3.9025,316,193.19,48.2975,1.7591742480020136,81,4688.0,0.06032008244495131,80,4910.0,0.06797447468372177,76,4989.0,0.07184164486822077,79,4732.0,0.08680599881702032,316,19319.0
1175.0,5.657500000000002,225,170.55999999999997,42.63999999999999,2.6216506414318923,64,4316.0,0.10057843855458697,55,4304.0,0.13167050869488214,51,4245.0,0.12703489588466332,55,4191.0,0.1198202260900344,225,17056.0
1180.0,4.087499999999999,162,154.21,38.5525,3.790160732648543,46,4037.0,0.19440424782353938,37,3816.0,0.2324429838973669,38,3834.0,0.18949932961187327,41,3734.0,0.22682613006958885,162,15421.0
1185.0,6.5649999999999995,133,127.95000000000002,31.987500000000004,5.485047677224194,37,3338.0,0.3197796029596733,34,3289.0,0.33964798321581835,27,3181.0,0.3439584721409143,35,2987.0,0.329942119363728,133,12795.0
