step_time,reward,total_stopped,total_wait_time,avg_wait_time,avg_speed,gneJ0_stopped,gneJ0_accumulated_waiting_time,gneJ0_average_speed,gneJ6_stopped,gneJ6_accumulated_waiting_time,gneJ6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
930.0,-0.16000000000000003,8,0.88,0.44,7.7732516118093455,4,21.0,0.3792160518716012,4,67.0,0.1998614313714728,8,88.0
935.0,-0.19999999999999996,8,1.28,0.64,7.047648532668385,4,41.0,0.47301892941839385,4,87.0,0.19725665286308158,8,128.0
940.0,-0.21500000000000005,10,1.71,0.855,5.592235568354044,6,64.0,0.126632746010516,4,107.0,0.17410376851332532,10,171.0
945.0,0.615,3,0.48,0.24,7.216557997552188,2,24.0,0.2674826186226078,1,24.0,0.5880745147893023,3,48.0
950.0,0.11499999999999999,3,0.25,0.125,9.751081399990943,2,16.0,0.4245645105340275,1,9.0,0.5741414025048208,3,25.0
955.0,-0.10500000000000001,4,0.46,0.23,9.47091487727471,2,26.0,0.5243622653048264,2,20.0,0.5936720204447758,4,46.0
960.0,-0.145,8,0.75,0.375,6.840527472209126,3,39.0,0.38631572363107763,5,36.0,0.3848704768348389,8,75.0
965.0,-0.24,12,1.23,0.615,5.412972416758361,5,58.0,0.1902159017680536,7,65.0,0.21794343644581432,12,123.0
970.0,-0.325,15,1.88,0.94,4.328606666550648,5,83.0,0.37217489556275274,10,105.0,0.20378392281440247,15,188.0
975.0,-0.43,18,2.74,1.37,2.7459790801146404,7,114.0,0.16462222400971824,11,160.0,0.052730263713997846,18,274.0
980.0,-0.5400000000000001,23,3.8200000000000003,1.9100000000000001,3.0619934191820075,10,160.0,0.1460977156090068,13,222.0,8.195428728034094e-06,23,382.0
985.0,-0.5599999999999998,23,4.9399999999999995,2.4699999999999998,3.519421620764552,10,211.0,0.14947930619942243,13,283.0,0.12495785030680055,23,494.0
990.0,0.955,5,3.0300000000000002,1.5150000000000001,4.881769786372018,2,101.0,0.2993455229661224,3,202.0,0.3217781785971654,5,303.0
995.0,0.9800000000000001,4,1.0699999999999998,0.5349999999999999,7.344250394113629,3,48.0,0.21889088619517955,1,59.0,0.3184978630435013,4,107.0
1000.0,0.27999999999999997,6,0.51,0.255,9.448359042735817,4,35.0,0.30697857141072743,2,16.0,0.48672395750049147,6,51.0
1005.0,-0.15000000000000002,6,0.81,0.405,9.439532558710626,4,55.0,0.4988451579963243,2,26.0,0.38076300635635674,6,81.0
1010.0,-0.175,8,1.1600000000000001,0.5800000000000001,7.7254648021666865,5,79.0,0.450722250285681,3,37.0,0.19729271411860072,8,116.0
1015.0,-0.235,10,1.63,0.815,5.1533422251582595,6,106.0,0.04179681755065932,4,57.0,0.29407395491050703,10,163.0
1020.0,-0.315,14,2.26,1.13,4.229369664099402,10,149.0,2.805717666059762e-05,4,77.0,0.21240157170653465,14,226.0
1025.0,-0.345,14,2.95,1.475,5.337109761559827,9,194.0,0.19539899512766912,5,101.0,0.2109855731087903,14,295.0
1030.0,-0.39,16,3.73,1.865,4.805989815285831,10,242.0,0.29452917231939296,6,131.0,0.3164320495426667,16,373.0
1035.0,0.805,12,2.12,1.06,4.212029981218647,8,163.0,0.09081465594326171,4,49.0,0.18509092410118919,12,212.0
1040.0,0.415,3,1.2899999999999998,0.6449999999999999,7.62180725379272,3,114.0,0.31369361472151264,0,15.0,0.4086717613575216,3,129.0
1045.0,0.385,5,0.52,0.26,8.799881480174049,4,43.0,0.30488111656906225,1,9.0,0.6438470712183383,5,52.0
1050.0,-0.115,6,0.75,0.375,8.532011933676564,5,61.0,0.27803380314444787,1,14.0,0.6884408282076024,6,75.0
1055.0,-0.205,9,1.16,0.58,6.340389367458977,6,85.0,0.10316226117607323,3,31.0,0.5665891747855478,9,116.0
1060.0,-0.32500000000000007,14,1.81,0.905,4.929462134345412,9,129.0,0.12153666165051036,5,52.0,0.4163318668975083,14,181.0
1065.0,-0.435,20,2.68,1.34,3.424806803973046,11,180.0,0.2490801208590037,9,88.0,0.08632458887761069,20,268.0
1070.0,-0.5399999999999998,23,3.76,1.88,2.99888597478468,13,238.0,0.08397644527889069,10,138.0,0.01243286923042547,23,376.0
1075.0,-0.6100000000000001,26,4.98,2.49,2.7324701649819896,16,310.0,0.10900850538048047,10,188.0,0.15897459502251993,26,498.0
1080.0,-0.6199999999999999,26,6.22,3.11,1.0874631191558324,16,384.0,0.041714741821205756,10,238.0,0.12211177235602017,26,622.0
1085.0,1.6999999999999997,6,2.8200000000000003,1.4100000000000001,4.348786657637994,4,187.0,0.09884258814361968,2,95.0,0.2343259157596389,6,282.0
1090.0,0.75,6,1.32,0.66,7.8840584037066055,2,93.0,0.35681254904366533,4,39.0,0.203579435516658,6,132.0
1095.0,0.14500000000000002,7,1.03,0.515,8.540578725521176,3,67.0,0.5469605146941333,4,36.0,0.26975734010733626,7,103.0
1100.0,-0.04999999999999999,7,1.13,0.565,8.15527669394869,2,53.0,0.3186653780617409,5,60.0,0.27395908537244046,7,113.0
1105.0,-0.125,10,1.38,0.69,7.470559097368519,4,54.0,0.32242913123911204,6,84.0,0.18458494619348742,10,138.0
1110.0,-0.22500000000000003,9,1.83,0.915,7.834201680126359,4,74.0,0.31685278980485065,5,109.0,0.29750510300483246,9,183.0
1115.0,-0.2649999999999999,11,2.36,1.18,5.6015385504751904,5,98.0,0.2880117939599538,6,138.0,0.13804490384634577,11,236.0
1120.0,-0.31000000000000005,13,2.98,1.49,6.20294885855119,7,130.0,0.2718521924135345,6,168.0,0.21177150030087222,13,298.0
1125.0,-0.355,15,3.69,1.845,6.046954159792729,8,170.0,0.17554529681149403,7,199.0,0.34523022992597113,15,369.0
1130.0,1.295,4,1.1,0.55,5.5718543098827755,3,70.0,0.26092781277062915,1,40.0,0.3020191172742526,4,110.0
1135.0,0.44499999999999995,2,0.21000000000000002,0.10500000000000001,8.456182765411821,2,20.0,0.3376675353918911,0,1.0,0.41238309992253913,2,21.0
1140.0,-0.03499999999999999,2,0.28,0.14,10.836475809773374,2,22.0,0.4793518412401708,0,6.0,0.938757585132113,2,28.0
1145.0,-0.06499999999999999,2,0.41,0.205,9.924034429110215,2,35.0,0.542492369944472,0,6.0,0.7051801202110574,2,41.0
1150.0,-0.11500000000000003,7,0.64,0.32,7.926118947734602,5,54.0,0.3785034100429819,2,10.0,0.5466535405673432,7,64.0
1155.0,-0.27,13,1.1800000000000002,0.5900000000000001,4.432732631522881,9,91.0,0.23593286548790335,4,27.0,0.20296559288052013,13,118.0
1160.0,-0.38999999999999996,16,1.96,0.98,3.7714587976482283,10,140.0,0.13223766566441267,6,56.0,0.27522611031181,16,196.0
1165.0,-0.49499999999999994,20,2.9499999999999997,1.4749999999999999,3.1648857289667816,13,205.0,0.12358773924814305,7,90.0,0.15246653948257224,20,295.0
1170.0,-0.5150000000000001,22,3.9800000000000004,1.9900000000000002,3.9832854140352487,13,270.0,0.07379981251910454,9,128.0,0.1775699453115002,22,398.0
1175.0,-0.5799999999999998,24,5.14,2.57,3.4719893294759197,14,340.0,0.21458671648321465,10,174.0,0.2702840954462432,24,514.0
1180.0,1.625,3,1.89,0.945,5.590336420367325,2,148.0,0.30491102613659665,1,41.0,0.2573372397808247,3,189.0
1185.0,0.415,4,1.06,0.53,7.447680421264209,3,97.0,0.2148439502003241,1,9.0,0.46093081171975353,4,106.0
1190.0,0.09499999999999999,6,0.87,0.435,8.366986777343604,5,74.0,0.2385461046621237,1,13.0,0.6472602453744933,6,87.0
1195.0,0.13,5,0.61,0.305,9.143211184046436,3,40.0,0.36240811253408745,2,21.0,0.6868590671694069,5,61.0
1200.0,-0.09999999999999999,6,0.81,0.405,8.145911622648946,3,50.0,0.2170833712431078,3,31.0,0.3645611978451087,6,81.0
1205.0,-0.19499999999999998,8,1.2,0.6,8.939039407198347,4,70.0,0.32601783207793256,4,50.0,0.45494590654966716,8,120.0
1210.0,-0.21000000000000002,10,1.62,0.81,6.873973265919943,5,90.0,0.3098245761864349,5,72.0,0.3349891612024516,10,162.0
1215.0,-0.25499999999999995,12,2.13,1.065,5.682927357391157,6,115.0,0.24219690271326114,6,98.0,0.21727204355638813,12,213.0
1220.0,-0.3350000000000001,14,2.8,1.4,5.272520204675194,7,148.0,0.19030809401765014,7,132.0,0.2676877684865881,14,280.0
1225.0,0.91,2,0.98,0.49,6.226645994233758,0,51.0,0.280913993808889,2,47.0,0.45571761468945243,2,98.0
1230.0,0.355,4,0.27,0.135,8.341326037566333,0,0.0,0.8323866823232758,4,27.0,0.20161899642818226,4,27.0
1235.0,-0.105,7,0.48,0.24,7.87955722390357,1,3.0,0.7225487937391563,6,45.0,0.10935984470193977,7,48.0
1240.0,-0.24,10,0.96,0.48,7.659883685103688,2,11.0,0.5428586388049866,8,85.0,0.3902728786468142,10,96.0
1245.0,-0.35500000000000004,17,1.67,0.835,4.665549035949479,6,36.0,0.33459880874740766,11,131.0,0.08241538477181645,17,167.0
1250.0,-0.495,21,2.66,1.33,4.116919445833208,7,67.0,0.39926784565593226,14,199.0,0.05959998797027551,21,266.0
1255.0,-0.575,27,3.8099999999999996,1.9049999999999998,4.3589417188692705,12,118.0,0.27409842424225045,15,263.0,0.12277545297430031,27,381.0
1260.0,-0.7250000000000001,31,5.26,2.63,3.6296693617686193,14,184.0,0.13935434613171524,17,342.0,0.17001276578926386,31,526.0
1265.0,-0.8349999999999999,35,6.93,3.465,3.2604183382281824,18,266.0,0.055318050833806844,17,427.0,0.12415767586824941,35,693.0
1270.0,0.9249999999999998,31,5.08,2.54,3.208220622137856,14,185.0,0.16322790735362844,17,323.0,0.2171036781455772,31,508.0
1275.0,1.3599999999999999,5,2.3600000000000003,1.1800000000000002,6.194472111985373,2,111.0,0.3563024361514239,3,125.0,0.3460398219043246,5,236.0
1280.0,0.5900000000000001,11,1.1800000000000002,0.5900000000000001,6.506286647849465,4,65.0,0.3622428985085422,7,53.0,0.15549803441827473,11,118.0
1285.0,-0.24,15,1.6600000000000001,0.8300000000000001,6.861026117284316,8,78.0,0.3641728677322161,7,88.0,0.31466468587381197,15,166.0
1290.0,-0.35500000000000004,21,2.37,1.185,6.891658272398738,14,134.0,0.19213463412669649,7,103.0,0.34808535426630005,21,237.0
1295.0,-0.42499999999999993,22,3.2199999999999998,1.6099999999999999,7.2081988073733845,14,180.0,0.1662428618685382,8,142.0,0.30026219389403813,22,322.0
1300.0,-0.49,24,4.2,2.1,5.587156778016492,15,236.0,0.05414586768736287,9,184.0,0.33745696207380654,24,420.0
1305.0,-0.6450000000000001,27,5.49,2.745,5.6326884821883185,16,316.0,0.18885839344631866,11,233.0,0.3103534162616649,27,549.0
1310.0,-0.6549999999999998,28,6.8,3.4,5.4873135758607905,16,396.0,0.16712578050962076,12,284.0,0.31274910858969357,28,680.0
1315.0,-0.7550000000000003,33,8.31,4.155,3.4657189600624356,18,482.0,0.05042398632531103,15,349.0,0.19928261287022475,33,831.0
1320.0,2.1950000000000003,11,3.92,1.96,5.327031735076674,5,260.0,0.21658892484874523,6,132.0,0.1710551634512505,11,392.0
1325.0,0.5700000000000001,7,2.7800000000000002,1.3900000000000001,7.051372378691692,4,171.0,0.3394006996890714,3,107.0,0.21091662444255882,7,278.0
1330.0,0.47000000000000003,11,1.8399999999999999,0.9199999999999999,7.369268854699206,2,96.0,0.3587844266448027,9,88.0,0.21955120687370203,11,184.0
1335.0,0.13,12,1.58,0.79,7.982409055891104,5,62.0,0.44312726528458796,7,96.0,0.3924392020554603,12,158.0
1340.0,-0.06,12,1.7,0.85,6.737517305216944,5,56.0,0.316482764297029,7,114.0,0.3064491204085098,12,170.0
1345.0,-0.4,21,2.5,1.25,6.609631789417225,10,96.0,0.3819764992893773,11,154.0,0.28292571141281203,21,250.0
1350.0,-0.555,27,3.6100000000000003,1.8050000000000002,5.191519691960261,12,149.0,0.3106335457029849,15,212.0,0.20708711519952058,27,361.0
1355.0,-0.805,38,5.220000000000001,2.6100000000000003,4.196952112737118,16,220.0,0.12104425854322631,22,302.0,0.17077306023203223,38,522.0
1360.0,-1.05,46,7.32,3.66,3.8532913618412445,21,316.0,0.20592316237069735,25,416.0,0.12132196865580695,46,732.0
1365.0,0.52,36,6.28,3.14,2.918902346800701,15,241.0,0.24905566893689818,21,387.0,0.029759445418954485,36,628.0
1370.0,1.2550000000000001,9,3.77,1.885,5.2617237692635594,3,123.0,0.21987765356350342,6,254.0,0.23386061835166436,9,377.0
1375.0,0.38,11,3.01,1.505,6.874713647090272,9,120.0,0.20542446531524555,2,181.0,0.36431016748581224,11,301.0
1380.0,0.25,12,2.51,1.255,7.1121285472839055,10,123.0,0.19137412417456973,2,128.0,0.39131534163862597,12,251.0
1385.0,-0.030000000000000027,13,2.5700000000000003,1.2850000000000001,7.971889802421322,7,129.0,0.3804262996128387,6,128.0,0.3730272608421989,13,257.0
1390.0,0.015000000000000013,12,2.54,1.27,7.568893136013356,7,129.0,0.2803850158680705,5,125.0,0.26267818313519276,12,254.0
1395.0,-0.265,18,3.0700000000000003,1.5350000000000001,6.391339314955935,10,174.0,0.1815329401019896,8,133.0,0.25481454046698715,18,307.0
1400.0,-0.45499999999999996,20,3.98,1.99,5.9021100935219835,12,227.0,0.08210649722494097,8,171.0,0.1754982307767734,20,398.0
1405.0,-0.53,23,5.04,2.52,6.36840141208621,14,296.0,0.22414627011623642,9,208.0,0.27427110786196246,23,504.0
1410.0,-0.6299999999999999,27,6.3,3.15,3.7058301971466805,16,369.0,0.15127345805393858,11,261.0,0.1304575876854579,27,630.0
1415.0,1.18,11,3.94,1.97,4.088325455356234,7,234.0,0.2646534710263765,4,160.0,0.1182243278442979,11,394.0
1420.0,0.395,15,3.15,1.575,5.084927583328356,7,177.0,0.23806557963303943,8,138.0,0.09477516171327756,15,315.0
1425.0,0.16499999999999992,17,2.8200000000000003,1.4100000000000001,6.108123672953464,8,135.0,0.3073803537024222,9,147.0,0.17750229172078782,17,282.0
1430.0,-0.235,21,3.29,1.645,5.510039859501994,12,135.0,0.2696911639352899,9,194.0,0.21051412752434134,21,329.0
1435.0,-0.525,25,4.34,2.17,5.1973140837879805,13,189.0,0.23522482963615085,12,245.0,0.23249519591877105,25,434.0
1440.0,-0.715,32,5.77,2.885,4.2670165856529945,18,263.0,0.095966775219455,14,314.0,0.28945365394300715,32,577.0
1445.0,-0.8900000000000001,38,7.550000000000001,3.7750000000000004,3.667393782427558,22,364.0,0.03881168344780901,16,391.0,0.20949052385480177,38,755.0
1450.0,-1.07,44,9.690000000000001,4.845000000000001,3.243961970703308,23,479.0,0.1139198117161193,21,490.0,0.13040984404667383,44,969.0
1455.0,-1.1799999999999997,49,12.05,6.025,2.2787739486628533,27,606.0,0.09040820236782918,22,599.0,0.15091008125032254,49,1205.0
1460.0,1.4449999999999998,24,9.16,4.58,3.497145741902782,12,478.0,0.15272689313231225,12,438.0,0.14458689331772345,24,916.0
1465.0,2.13,9,4.9,2.45,6.520061133625147,3,120.0,0.3125981891525364,6,370.0,0.2537885875830247,9,490.0
1470.0,0.08000000000000007,13,4.74,2.37,6.49339390689629,8,80.0,0.4181510751067635,5,394.0,0.2531080927333284,13,474.0
1475.0,-0.375,15,5.49,2.745,5.999471508770591,9,99.0,0.30957653024459264,6,450.0,0.2778787167561348,15,549.0
1480.0,-0.03500000000000014,17,5.5600000000000005,2.7800000000000002,5.69398947946873,11,136.0,0.28586530860291826,6,420.0,0.18009422103685055,17,556.0
1485.0,-0.11999999999999988,18,5.8,2.9,5.0326594137830645,15,193.0,0.19893995373749074,3,387.0,0.15893162607421968,18,580.0
1490.0,0.04999999999999993,23,5.7,2.85,5.264886557089628,17,260.0,0.16738573566476397,6,310.0,0.14303685754718526,23,570.0
1495.0,-0.3949999999999998,26,6.49,3.245,4.459660839366538,20,344.0,0.19069981378667042,6,305.0,0.27248266488567036,26,649.0
1500.0,-0.385,29,7.26,3.63,3.744356981141149,23,460.0,0.04297030750993426,6,266.0,0.3071670873995225,29,726.0
1505.0,0.5299999999999998,22,6.2,3.1,3.9006271957688785,16,404.0,0.12250785312588156,6,216.0,0.1649690918611108,22,620.0
1510.0,0.5150000000000001,12,5.17,2.585,4.674680850681963,7,312.0,0.18723672838234104,5,205.0,0.1677953113798769,12,517.0
1515.0,0.3400000000000001,20,4.49,2.245,5.106870125650914,11,242.0,0.2008901191437866,9,207.0,0.15210579695939216,20,449.0
1520.0,-0.3550000000000002,23,5.2,2.6,5.405521264168185,11,260.0,0.1733470041639341,12,260.0,0.24336922514817552,23,520.0
1525.0,-0.25,29,5.7,2.85,4.255735890993267,13,285.0,0.15892714448179146,16,285.0,0.1925465325861082,29,570.0
1530.0,-0.5549999999999999,30,6.8100000000000005,3.4050000000000002,4.309224048075605,14,324.0,0.1928866890006571,16,357.0,0.14908206738405377,30,681.0
1535.0,-0.5499999999999998,35,7.91,3.955,3.7515383113533716,15,340.0,0.164572059626416,20,451.0,0.19762244238308763,35,791.0
1540.0,-0.7350000000000003,41,9.38,4.69,3.0077880686455125,15,372.0,0.17218702483118806,26,566.0,0.005950397884576659,41,938.0
1545.0,-1.1149999999999995,46,11.61,5.805,3.061425410417575,18,455.0,0.1660547694125321,28,706.0,0.05266620086399956,46,1161.0
1550.0,-1.2800000000000002,54,14.17,7.085,2.3509578972411656,22,558.0,0.15986711503190978,32,859.0,0.09828187041047123,54,1417.0
1555.0,1.3699999999999999,26,11.43,5.715,3.282582415142541,7,378.0,0.20583672355753532,19,765.0,0.10426070230002092,26,1143.0
1560.0,1.2449999999999999,14,8.940000000000001,4.470000000000001,5.653424094641675,3,250.0,0.31429156775787004,11,644.0,0.11348937963119339,14,894.0
1565.0,0.40000000000000013,16,8.14,4.07,6.035904918871447,6,232.0,0.3966591915266804,10,582.0,0.2513737878080906,16,814.0
1570.0,-0.1050000000000002,24,8.350000000000001,4.175000000000001,5.379280826046226,10,274.0,0.30028411212095685,14,561.0,0.19410557735658795,24,835.0
1575.0,0.18000000000000038,28,7.99,3.995,5.237487314190737,9,210.0,0.2757650320509612,19,589.0,0.16545498009801912,28,799.0
1580.0,-0.30000000000000004,23,8.59,4.295,5.290925172373428,7,196.0,0.2035456609007573,16,663.0,0.22742876370682386,23,859.0
1585.0,0.05999999999999983,25,8.47,4.235,5.382083188526463,9,239.0,0.25049371267779114,16,608.0,0.21186149677271812,25,847.0
1590.0,0.1299999999999999,25,8.21,4.105,5.662897593374667,10,243.0,0.2647708606814295,15,578.0,0.23184831900420383,25,821.0
1595.0,-0.6199999999999997,29,9.45,4.725,5.176900836139447,13,302.0,0.13531259390574332,16,643.0,0.24215288990379058,29,945.0
1600.0,0.4999999999999999,19,8.45,4.225,4.796100114784066,5,174.0,0.16225225005338376,14,671.0,0.189363042562842,19,845.0
1605.0,0.3700000000000002,14,7.709999999999999,3.8549999999999995,5.489389061020219,3,115.0,0.35805136355583694,11,656.0,0.19932007490433176,14,771.0
1610.0,0.014999999999999791,25,7.68,3.84,5.128355778283334,6,126.0,0.17301725295418666,19,642.0,0.13450584281018557,25,768.0
1615.0,-0.5650000000000002,29,8.81,4.405,5.091309965332465,8,170.0,0.3702420208281744,21,711.0,0.11058074227037419,29,881.0
1620.0,-0.31999999999999973,33,9.45,4.725,3.8309820558235828,11,211.0,0.20938985528285917,22,734.0,0.09514116201592868,33,945.0
1625.0,-0.6500000000000001,35,10.75,5.375,3.43915891333764,11,267.0,0.22790448453481585,24,808.0,0.09669051752939975,35,1075.0
1630.0,-0.7550000000000003,39,12.260000000000002,6.130000000000001,3.717472265703688,14,321.0,0.1664951070647632,25,905.0,0.15930607245754475,39,1226.0
1635.0,-0.9449999999999998,43,14.15,7.075,3.818640625804205,18,400.0,0.15123594345116917,25,1015.0,0.11546069985886293,43,1415.0
1640.0,-1.1150000000000002,47,16.380000000000003,8.190000000000001,4.031286729409491,19,491.0,0.1825945656015368,28,1147.0,0.11820877988214604,47,1638.0
1645.0,-1.15,50,18.68,9.34,3.2662837080454277,21,579.0,0.20197963541247857,29,1289.0,0.15985140818623603,50,1868.0
1650.0,3.2800000000000002,25,12.120000000000001,6.0600000000000005,3.8130227953555913,11,307.0,0.19398684219783685,14,905.0,0.14623959142138393,25,1212.0
1655.0,0.07500000000000018,20,11.97,5.985,4.980291066540534,11,314.0,0.195122127630022,9,883.0,0.185165889314811,20,1197.0
1660.0,0.8200000000000003,22,10.33,5.165,4.741582391127997,11,253.0,0.2648726007522405,11,780.0,0.2445454182352909,22,1033.0
1665.0,0.4399999999999997,28,9.45,4.725,4.232462368759543,16,276.0,0.15930072680745486,12,669.0,0.18822826179777255,28,945.0
1670.0,-0.25,28,9.95,4.975,4.499911587528369,15,312.0,0.10800174320257054,13,683.0,0.22074459336690977,28,995.0
1675.0,-0.6199999999999999,27,11.19,5.595,4.061496864850342,13,378.0,0.15901696135813376,14,741.0,0.11255014060182444,27,1119.0
1680.0,-0.1449999999999998,31,11.48,5.74,4.319463684830197,14,427.0,0.13725518344253332,17,721.0,0.15359204304177482,31,1148.0
1685.0,0.2999999999999998,32,10.879999999999999,5.4399999999999995,4.671298435263401,16,480.0,0.19479009447294462,16,608.0,0.12709954195738407,32,1088.0
1690.0,-0.3899999999999997,34,11.66,5.83,4.568484117680041,17,552.0,0.14893815907185903,17,614.0,0.13660266226520187,34,1166.0
1695.0,1.4899999999999993,20,8.68,4.34,4.73144186226217,14,448.0,0.19339371114071757,6,420.0,0.11515015532103327,20,868.0
1700.0,1.6450000000000002,18,5.390000000000001,2.6950000000000003,5.335919142778891,10,272.0,0.11202039766425692,8,267.0,0.12968729497497214,18,539.0
1705.0,0.21500000000000008,19,4.96,2.48,6.337882595832107,9,216.0,0.289569140715616,10,280.0,0.1993463374211048,19,496.0
1710.0,0.004999999999999893,21,4.95,2.475,6.015276751730352,12,223.0,0.27869158925079834,9,272.0,0.20865666983673858,21,495.0
1715.0,-0.3899999999999999,27,5.73,2.865,5.228792981842299,16,283.0,0.10949648717180588,11,290.0,0.3278008760125739,27,573.0
1720.0,-0.56,34,6.85,3.425,4.94586655676342,18,360.0,0.15002713212698718,16,325.0,0.18506789507415905,34,685.0
1725.0,-0.8649999999999995,39,8.579999999999998,4.289999999999999,4.146305993026723,20,456.0,0.039623186352482014,19,402.0,0.2127739814670736,39,858.0
1730.0,-1.1400000000000006,47,10.86,5.43,3.0483244311079982,22,561.0,0.05395748686686675,25,525.0,0.18164639015485542,47,1086.0
1735.0,-1.1399999999999997,49,13.14,6.57,1.948871615335571,22,655.0,0.013068314011633464,27,659.0,0.009784398942989703,49,1314.0
1740.0,0.6949999999999998,46,11.75,5.875,2.8424598323236316,21,617.0,0.13949417601467123,25,558.0,0.05704499115305263,46,1175.0
1745.0,0.7649999999999997,21,10.22,5.11,4.57182364442094,13,569.0,0.1503934573364274,8,453.0,0.2407170504664595,21,1022.0
1750.0,0.8600000000000003,16,8.5,4.25,6.023319970528136,12,546.0,0.26924694391081233,4,304.0,0.25184402283625446,16,850.0
1755.0,0.31000000000000005,13,7.88,3.94,6.189244405858372,8,496.0,0.26206983140761514,5,292.0,0.32758902685109265,13,788.0
1760.0,0.2400000000000002,17,7.3999999999999995,3.6999999999999997,5.823900174408075,9,510.0,0.2590909101785856,8,230.0,0.23725630221338556,17,740.0
1765.0,0.09499999999999997,20,7.209999999999999,3.6049999999999995,5.265724521230038,6,464.0,0.24094017987020178,14,257.0,0.16065370361807935,20,721.0
1770.0,0.30999999999999983,16,6.59,3.295,5.557342307027749,8,425.0,0.15576820265098082,8,234.0,0.26779800912634744,16,659.0
1775.0,0.10000000000000009,14,6.39,3.195,6.62526553582704,8,410.0,0.27885696078242517,6,229.0,0.25805904846305827,14,639.0
1780.0,0.11499999999999999,14,6.16,3.08,7.301483362167818,8,378.0,0.38856360623645897,6,238.0,0.19925732539809998,14,616.0
1785.0,0.4999999999999999,17,5.16,2.58,5.778872293881034,11,348.0,0.3064955285017968,6,168.0,0.21046442644808724,17,516.0
1790.0,1.225,4,2.71,1.355,5.8522834189553965,3,211.0,0.2723883130935025,1,60.0,0.38045236812837085,4,271.0
1795.0,0.024999999999999967,17,2.66,1.33,5.986425873350624,12,188.0,0.12989937676079916,5,78.0,0.19362705777153844,17,266.0
1800.0,-0.485,24,3.63,1.815,6.253253075736559,17,253.0,0.16311348710405651,7,110.0,0.2975067802642956,24,363.0
1805.0,-0.5200000000000001,24,4.67,2.335,5.070100198971226,16,320.0,0.1361622348695746,8,147.0,0.27125941980440765,24,467.0
1810.0,-0.715,30,6.1,3.05,4.412950931414053,20,407.0,0.14172347247890757,10,203.0,0.23671576149394694,30,610.0
1815.0,-0.9349999999999998,38,7.97,3.985,3.1443868417726457,25,526.0,0.1730748505269765,13,271.0,0.17849752125087992,38,797.0
1820.0,-1.0899999999999999,47,10.149999999999999,5.074999999999999,2.5075397802725257,28,660.0,0.0983152552545106,19,355.0,0.11858475064099054,47,1015.0
